Latitude,Longitude,Elevation,Slope,BIO01_Historical_Mean,BIO05_Historical_Max,BIO06_Historical_Min,BIO12_Historical_Prec,BIO13_Historical_Prec,BIO15_Historical_Prec,Aspect
46.42983842933063,12.30025161613931,1160,9,10.908334,28.1,-1.7,831.0,94.0,26.0,188
47.02352096157448,10.77743347626783,2085,9,5.329167,20.3,-4.3,869.0,87.0,12.3,207
46.62951852750294,11.64037596733822,1263,20,11.404167,28.2,-0.0,680.0,86.0,33.3,356
46.50408390605219,10.562320836771509,3063,21,-0.48333326,12.7,-8.9,915.0,99.0,15.4,63
46.34477039562012,10.94848763792339,1339,21,10.704166,27.3,-0.6,405.0,52.0,37.5,340
46.76438316178408,10.953150150667003,2527,25,2.6041665,16.8,-6.7,807.0,82.0,12.3,182
46.42218032505918,11.19175502538742,1420,9,10.870833,27.1,0.0,467.0,60.0,37.8,201
46.73268405655634,11.188255732870854,831,25,13.091666,30.4,0.7,710.0,85.0,27.1,123
46.87922365732392,11.246301619639558,2226,18,5.329167,20.2,-4.0,853.0,93.0,17.7,205
46.48475138678288,12.062496421794163,2071,12,6.504167,21.5,-4.0,1106.0,127.0,24.5,72
46.912591863850416,11.80165682600894,1425,10,9.254167,26.3,-2.0,877.0,111.0,31.0,62
46.79543305407216,10.91235850932457,2803,14,0.5249999,14.3,-8.4,1025.0,109.0,13.7,342
46.74292442846475,10.924054575474216,2524,24,3.2291667,17.4,-6.1,780.0,81.0,12.7,130
46.54586747025967,12.259254641449076,1463,12,9.325,25.7,-2.2,864.0,102.0,28.5,205
46.33890173933568,12.252161382279857,1578,23,9.825,25.8,-1.3,949.0,108.0,24.5,286
46.783204471753926,11.513001363512275,2220,16,5.2791657,20.5,-4.4,876.0,97.0,19.6,31
47.01112762819192,10.82767545167541,2600,10,2.2041667,16.2,-6.6,1171.0,125.0,13.8,141
46.42193547906588,11.490940751773666,983,3,12.724999,29.9,0.5,640.0,76.0,29.5,237
46.93191352378753,11.54450167134401,1778,14,7.8458333,23.7,-2.2,876.0,106.0,26.5,329
46.5073774582141,11.13448824594454,1463,7,10.229166,26.2,-0.3,467.0,59.0,37.1,216
46.55138767910523,12.101806258197849,1668,21,8.608333,24.5,-2.3,938.0,112.0,28.1,101
