Datum,Latitude,Longitude,UUID,MOVEMENT_C,MOVEMENT_D,GroundTemperature_K
2024-04-03 18:00:00,46.38311065436588,11.282819980970343,8f58c23c-d96c-11ef-bdf0-0242ac12000f,2.0,Gleitung rotational/translational,
2024-03-02 00:00:00,46.72428011180981,11.880097661211282,b8d53206-bd1c-11ef-8969-0242ac120012,2.0,Gleitung rotational/translational,
2024-03-05 00:00:00,46.480319154985,11.262216920293232,87b91e36-6950-11f0-bd0c-b2374db36148,2.0,Gleitung rotational/translational,
2024-06-02 05:00:00,46.68658413249887,10.607653928695285,faecc6a0-6865-11f0-bda7-b2374db36148,2.0,Gleitung rotational/translational,
2023-10-30 00:00:00,46.57910727148798,11.611715682593298,adb9c158-96a6-11ef-958f-0242ac120010,2.0,Gleitung rotational/translational,280.099853515625
2023-10-30 00:00:00,46.53716167219623,11.777808740454702,f3e3e35c-96a6-11ef-af7f-0242ac120010,2.0,Gleitung rotational/translational,277.063720703125
2023-10-31 00:00:00,46.350618864502486,11.336702328446819,ab0983e0-b2f2-11ef-9067-0242ac120012,2.0,Gleitung rotational/translational,281.946044921875
2023-10-30 00:00:00,46.57215506266891,10.553655035937254,3054da62-96a7-11ef-958f-0242ac120010,2.0,Gleitung rotational/translational,274.289306640625
2023-11-03 00:00:00,46.60912322891836,11.379946604604307,60e16308-96a7-11ef-958f-0242ac120010,2.0,Gleitung rotational/translational,275.989501953125
2023-10-31 12:00:00,46.806483191776536,11.98692750772681,a196bfd8-96a7-11ef-958f-0242ac120010,2.0,Gleitung rotational/translational,280.096435546875
2023-11-03 00:00:00,46.601681612032486,11.585994101332837,d0fbad10-96a7-11ef-958f-0242ac120010,2.0,Gleitung rotational/translational,278.337158203125
2023-11-03 00:00:00,46.56545600844298,11.552435850506996,fad1cade-96a7-11ef-958f-0242ac120010,2.0,Gleitung rotational/translational,278.337158203125
2023-11-03 00:00:00,46.42576986456934,11.349238433020709,26a88c10-96a8-11ef-924e-0242ac120010,5.0,Schnelles Fliessen (Mure),279.812744140625
2023-11-03 11:00:00,46.31443709945472,11.278788704654215,496eccaa-96a8-11ef-99f8-0242ac120010,2.0,Gleitung rotational/translational,278.547607421875
2023-11-03 11:00:00,46.22945353763133,11.212943563568222,0dc32258-b2f2-11ef-a893-0242ac120012,2.0,Gleitung rotational/translational,279.266357421875
2023-11-02 00:00:00,46.69561174491313,10.50051741685961,52fa8a82-96aa-11ef-9d2c-0242ac120010,2.0,Gleitung rotational/translational,275.0830078125
2023-11-03 00:00:00,46.80109409501621,11.662994011523448,991f20c2-96aa-11ef-924e-0242ac120010,2.0,Gleitung rotational/translational,278.706298828125
2023-11-03 00:00:00,46.582572154155315,11.170930925684006,06872b2c-0633-11ef-af62-0242ac120003,2.0,Gleitung rotational/translational,279.093994140625
